isoform	gene	length
PB.34037.19	novelGene_345694	1314
PB.34037.18	novelGene_345695	1314
PB.34037.16	novelGene_345697	2853
PB.34038.9	novelGene_345723	957
PB.34038.10	novelGene_345724	588
PB.34038.13	novelGene_345726	711
PB.34038.14	novelGene_345729	711
PB.34038.15	novelGene_345730	834
PB.34038.16	novelGene_345731	867
PB.34038.17	novelGene_345732	705
PB.34038.21	novelGene_345735	957
PB.34038.24	novelGene_345738	363
PB.34041.12	novelGene_345770	951
PB.34040.2	novelGene_345781	2679
PB.34040.6	novelGene_345785	717
PB.34040.7	novelGene_345786	873
PB.34044.50	novelGene_345818	333
PB.34044.46	novelGene_345819	333
PB.34044.39	novelGene_345821	333
PB.34044.32	novelGene_345822	333
PB.34044.17	novelGene_345825	333
PB.34044.13	novelGene_345826	333
PB.34044.38	novelGene_345827	333
PB.34044.51	novelGene_345828	708
PB.34044.49	novelGene_345832	1374
PB.34044.47	novelGene_345834	1023
PB.34044.43	novelGene_345839	1419
PB.34044.41	novelGene_345845	825
PB.34044.48	novelGene_345857	1200
PB.34044.10	novelGene_345862	918
PB.34044.101	novelGene_345869	333
PB.34044.97	novelGene_345870	333
PB.34044.90	novelGene_345871	333
PB.34044.83	novelGene_345872	333
PB.34044.82	novelGene_345873	333
PB.34044.77	novelGene_345874	333
PB.34044.74	novelGene_345875	333
PB.34044.72	novelGene_345876	333
PB.34044.65	novelGene_345877	333
PB.34044.62	novelGene_345878	333
PB.34044.61	novelGene_345880	333
PB.34044.102	novelGene_345885	1194
PB.34044.92	novelGene_345886	1497
PB.34044.76	novelGene_345893	333
PB.34044.95	novelGene_345895	918
PB.34044.98	novelGene_345896	918
PB.34044.96	novelGene_345902	1374
PB.34044.66	novelGene_345905	918
PB.34044.86	novelGene_345913	1404
PB.34044.87	novelGene_345914	918
PB.34044.99	novelGene_345915	1272
PB.34044.94	novelGene_345916	1281
PB.34044.80	novelGene_345917	2574
PB.34044.108	novelGene_345918	333
PB.34044.109	novelGene_345920	1431
PB.34044.162	novelGene_345922	354
PB.34044.157	novelGene_345923	333
PB.34044.139	novelGene_345924	333
PB.34044.136	novelGene_345925	333
PB.34044.134	novelGene_345926	333
PB.34044.133	novelGene_345927	333
PB.34044.132	novelGene_345928	333
PB.34044.129	novelGene_345929	333
PB.34044.127	novelGene_345930	333
PB.34044.120	novelGene_345931	333
PB.34044.115	novelGene_345933	333
PB.34044.114	novelGene_345934	333
PB.34044.159	novelGene_345937	918
PB.34044.158	novelGene_345938	1023
PB.34044.155	novelGene_345940	1374
PB.34044.148	novelGene_345941	1497
PB.34044.138	novelGene_345947	1023
PB.34044.146	novelGene_345948	918
PB.34044.143	novelGene_345950	1497
PB.34044.142	novelGene_345954	1194
PB.34044.149	novelGene_345955	1281
PB.34044.150	novelGene_345956	918
PB.34044.156	novelGene_345961	1023
PB.34044.140	novelGene_345965	1497
PB.34044.147	novelGene_345966	1194
PB.34044.153	novelGene_345967	918
PB.34044.141	novelGene_345968	1023
PB.34044.144	novelGene_345969	918
PB.34044.183	novelGene_345997	1497
PB.34044.191	novelGene_345998	333
PB.34076.1	novelGene_346300	1575
PB.34076.5	novelGene_346305	1014
PB.34076.9	novelGene_346308	1467
PB.34076.11	novelGene_346310	915
PB.34076.16	novelGene_346313	915
PB.34076.15	novelGene_346314	1575
PB.34076.18	novelGene_346319	1575
PB.34076.17	novelGene_346320	1575
PB.34076.24	novelGene_346323	1398
PB.34081.3	novelGene_346336	732
PB.34081.1	novelGene_346337	1014
PB.34081.7	novelGene_346340	1014
PB.34081.6	novelGene_346341	1014
PB.34081.9	novelGene_346343	1014
PB.34081.10	novelGene_346344	1014
PB.34081.11	novelGene_346345	1014
PB.34081.13	novelGene_346347	648
PB.34081.16	novelGene_346350	648
PB.34088.7	novelGene_346379	564
PB.34088.16	novelGene_346380	684
PB.34088.17	novelGene_346381	564
PB.34088.19	novelGene_346387	684
PB.34084.3	novelGene_346440	1122
PB.34084.2	novelGene_346441	1122
PB.34090.7	novelGene_346455	1467
PB.34090.11	novelGene_346459	1098
PB.34092.1	novelGene_346467	804
PB.34092.4	novelGene_346470	612
PB.34092.5	novelGene_346471	612
PB.34092.12	novelGene_346478	357
PB.34093.16	novelGene_346565	996
PB.34110.14	novelGene_346616	303
PB.34110.12	novelGene_346617	303
PB.34110.11	novelGene_346618	303
PB.34110.10	novelGene_346619	303
PB.34127.2	novelGene_346662	1230
PB.34127.8	novelGene_346668	1230
PB.34127.17	novelGene_346682	1230
PB.34127.26	novelGene_346685	1230
PB.34127.28	novelGene_346687	1230
PB.34127.29	novelGene_346689	1230
PB.34127.31	novelGene_346690	1230
PB.34127.32	novelGene_346691	1230
PB.34141.11	novelGene_346756	1752
PB.34141.9	novelGene_346758	312
PB.34141.20	novelGene_346760	555
PB.34140.3	novelGene_346764	369
PB.34140.9	novelGene_346769	369
PB.34144.3	novelGene_346842	474
PB.34148.6	novelGene_346852	1026
PB.34152.1	novelGene_346856	1821
PB.34151.5	novelGene_346865	693
PB.34156.4	novelGene_346873	2271
PB.34156.69	novelGene_346940	1176
PB.34159.4	novelGene_346983	726
PB.34159.9	novelGene_346985	726
PB.34159.5	novelGene_346986	726
PB.34159.6	novelGene_346987	726
PB.34159.12	novelGene_346991	726
PB.34161.1	novelGene_347015	1677
PB.34163.6	novelGene_347021	1218
PB.34164.16	novelGene_347051	630
PB.34164.17	novelGene_347052	615
PB.34163.22	novelGene_347055	552
PB.34164.21	novelGene_347063	321
PB.34164.33	novelGene_347076	321
PB.34164.29	novelGene_347080	630
PB.34164.27	novelGene_347082	630
PB.34164.28	novelGene_347083	321
PB.34164.36	novelGene_347086	321
PB.34164.38	novelGene_347087	321
PB.34164.37	novelGene_347088	333
PB.34166.41	novelGene_347155	2226
PB.34166.42	novelGene_347156	2226
PB.34166.48	novelGene_347162	1653
PB.34166.49	novelGene_347163	1494
PB.34166.51	novelGene_347165	1317
PB.34166.66	novelGene_347181	777
PB.34166.72	novelGene_347187	507
PB.34166.86	novelGene_347201	363
PB.34181.5	novelGene_347301	1590
PB.34181.6	novelGene_347302	927
PB.34181.19	novelGene_347305	927
PB.34181.21	novelGene_347306	825
PB.34181.25	novelGene_347308	453
PB.34181.24	novelGene_347309	453
PB.34181.23	novelGene_347310	1590
PB.34182.11	novelGene_347338	1533
PB.34182.35	novelGene_347355	306
PB.34182.38	novelGene_347357	1533
PB.34182.39	novelGene_347358	843
PB.34182.44	novelGene_347363	306
PB.34182.42	novelGene_347364	429
PB.34182.49	novelGene_347368	306
PB.34182.60	novelGene_347377	369
PB.34182.58	novelGene_347378	492
PB.34182.57	novelGene_347379	492
PB.34182.56	novelGene_347380	729
PB.34182.55	novelGene_347382	729
PB.34182.59	novelGene_347383	432
PB.34182.68	novelGene_347388	501
PB.34184.10	novelGene_347402	315
PB.34184.12	novelGene_347404	315
PB.34184.5	novelGene_347405	315
PB.34184.13	novelGene_347406	315
PB.34187.41	novelGene_347449	1731
PB.34187.42	novelGene_347450	1731
PB.34187.43	novelGene_347451	831
PB.34187.45	novelGene_347454	1731
PB.34187.55	novelGene_347460	831
PB.34187.54	novelGene_347462	1731
PB.34187.53	novelGene_347463	1731
PB.34187.58	novelGene_347466	1731
PB.34188.30	novelGene_347524	387
PB.34188.29	novelGene_347525	1131
PB.34188.31	novelGene_347527	387
PB.34188.37	novelGene_347532	489
PB.34190.3	novelGene_347535	486
PB.34190.9	novelGene_347541	486
PB.34190.13	novelGene_347545	567
PB.34190.14	novelGene_347549	486
PB.34190.29	novelGene_347561	303
PB.34191.4	novelGene_347578	1338
PB.34191.9	novelGene_347582	1002
PB.34191.14	novelGene_347587	777
PB.34191.15	novelGene_347589	1002
PB.34191.16	novelGene_347590	585
PB.34191.17	novelGene_347591	1455
PB.34191.18	novelGene_347592	1002
PB.34191.21	novelGene_347595	585
PB.34191.24	novelGene_347597	1098
PB.34191.22	novelGene_347598	777
PB.34191.26	novelGene_347600	531
PB.34191.27	novelGene_347601	777
PB.34191.28	novelGene_347602	1002
PB.34191.29	novelGene_347603	1098
PB.34191.30	novelGene_347604	777
PB.34191.34	novelGene_347608	777
PB.34191.35	novelGene_347609	777
PB.34191.37	novelGene_347611	777
PB.34191.38	novelGene_347612	1002
PB.34191.39	novelGene_347613	777
PB.34191.40	novelGene_347614	1002
PB.34191.42	novelGene_347616	1002
PB.34191.44	novelGene_347618	1002
PB.34191.45	novelGene_347619	777
PB.34191.47	novelGene_347621	1002
PB.34191.48	novelGene_347622	585
PB.34191.50	novelGene_347623	1002
PB.34191.51	novelGene_347625	1002
PB.34191.52	novelGene_347626	585
PB.34191.53	novelGene_347627	777
PB.34191.54	novelGene_347628	1002
PB.34191.58	novelGene_347632	585
PB.34191.60	novelGene_347634	585
PB.34191.66	novelGene_347640	777
PB.34191.69	novelGene_347643	777
PB.34191.70	novelGene_347644	777
PB.34191.71	novelGene_347645	585
PB.34191.75	novelGene_347649	777
PB.34191.76	novelGene_347650	585
PB.34191.78	novelGene_347652	777
PB.34191.79	novelGene_347653	654
PB.34191.81	novelGene_347655	654
PB.34191.83	novelGene_347657	585
PB.34191.84	novelGene_347658	585
PB.34191.88	novelGene_347662	585
PB.34191.89	novelGene_347663	585
PB.34194.9	novelGene_347705	417
PB.34194.6	novelGene_347708	1443
PB.34194.2	novelGene_347711	993
PB.34194.45	novelGene_347732	1260
PB.34194.52	novelGene_347736	1260
PB.34194.55	novelGene_347739	1356
PB.34194.57	novelGene_347747	630
PB.34194.56	novelGene_347748	630
PB.34194.73	novelGene_347756	417
PB.34194.72	novelGene_347757	807
PB.34194.71	novelGene_347758	993
PB.34194.70	novelGene_347759	1260
PB.34194.69	novelGene_347761	1260
PB.34194.67	novelGene_347762	993
PB.34194.81	novelGene_347767	1305
PB.34194.85	novelGene_347772	1260
PB.34194.89	novelGene_347773	1260
PB.34194.91	novelGene_347774	630
PB.34194.90	novelGene_347775	993
PB.34194.93	novelGene_347777	807
PB.34194.92	novelGene_347778	1026
PB.34194.96	novelGene_347780	417
PB.34194.95	novelGene_347781	468
PB.34194.98	novelGene_347782	1260
PB.34194.99	novelGene_347784	1026
PB.34194.102	novelGene_347785	1260
PB.34216.2	novelGene_347850	2520
PB.34216.1	novelGene_347851	2520
PB.34218.2	novelGene_347894	1794
PB.34218.4	novelGene_347896	1929
PB.34218.10	novelGene_347902	1302
PB.34219.1	novelGene_347907	702
PB.34219.14	novelGene_347921	342
PB.34219.11	novelGene_347924	504
PB.34219.25	novelGene_347930	3906
PB.34220.3	novelGene_347962	465
PB.34220.4	novelGene_347963	384
PB.34220.2	novelGene_347964	429
PB.34220.7	novelGene_347966	384
PB.34221.9	novelGene_347979	705
PB.34221.18	novelGene_347987	795
PB.34221.21	novelGene_347989	438
PB.34221.19	novelGene_347990	795
PB.34221.20	novelGene_347991	738
PB.34221.25	novelGene_347993	372
PB.34222.1	novelGene_347995	1587
PB.34236.2	novelGene_348014	783
PB.34236.9	novelGene_348023	684
PB.34236.7	novelGene_348025	783
PB.34236.3	novelGene_348026	783
PB.34236.4	novelGene_348027	783
PB.34236.6	novelGene_348029	783
PB.34236.19	novelGene_348030	783
PB.34236.18	novelGene_348031	783
PB.34236.22	novelGene_348037	783
PB.34236.23	novelGene_348038	783
PB.34236.21	novelGene_348039	783
PB.34236.28	novelGene_348040	783
PB.34236.30	novelGene_348042	783
PB.34234.4	novelGene_348050	774
PB.34234.3	novelGene_348053	516
PB.34234.25	novelGene_348072	516
PB.34237.1	novelGene_348088	564
PB.34237.4	novelGene_348090	366
PB.34237.7	novelGene_348093	366
PB.34237.10	novelGene_348096	360
PB.34237.11	novelGene_348097	366
PB.34240.12	novelGene_348125	2238
PB.34240.9	novelGene_348130	2238
PB.34240.15	novelGene_348133	771
PB.34240.16	novelGene_348134	771
PB.34240.17	novelGene_348135	771
PB.34240.18	novelGene_348136	771
PB.34240.20	novelGene_348138	771
PB.34240.25	novelGene_348143	408
PB.34240.26	novelGene_348144	408
PB.34248.9	novelGene_348167	330
PB.34248.7	novelGene_348169	1854
PB.34248.8	novelGene_348171	1794
PB.34248.23	novelGene_348182	1794
PB.34252.1	novelGene_348189	1140
PB.34250.3	novelGene_348196	357
PB.34250.13	novelGene_348202	357
PB.34250.12	novelGene_348203	357
PB.34250.11	novelGene_348205	516
PB.34250.9	novelGene_348207	1386
PB.34250.8	novelGene_348208	1506
PB.34250.6	novelGene_348209	2004
PB.34250.4	novelGene_348211	1761
PB.34250.32	novelGene_348214	357
PB.34250.33	novelGene_348217	471
PB.34250.31	novelGene_348218	684
PB.34250.30	novelGene_348219	684
PB.34250.29	novelGene_348220	996
PB.34250.28	novelGene_348221	996
PB.34250.26	novelGene_348222	1164
PB.34250.25	novelGene_348223	1761
PB.34250.24	novelGene_348224	1761
PB.34250.19	novelGene_348229	3303
PB.34251.1	novelGene_348233	429
PB.34251.2	novelGene_348234	429
PB.34256.4	novelGene_348246	399
PB.34256.1	novelGene_348249	2730
PB.34256.15	novelGene_348256	747
PB.34256.13	novelGene_348258	2730
PB.34256.22	novelGene_348266	2730
PB.34256.32	novelGene_348270	2730
PB.34259.1	novelGene_348299	738
PB.34259.3	novelGene_348301	738
PB.34259.5	novelGene_348303	738
PB.34259.6	novelGene_348304	651
PB.34263.1	novelGene_348309	516
PB.34263.7	novelGene_348311	516
PB.34263.6	novelGene_348312	912
PB.34263.5	novelGene_348313	912
PB.34263.19	novelGene_348318	516
PB.34263.17	novelGene_348319	765
PB.34263.15	novelGene_348322	1389
PB.34263.12	novelGene_348325	1626
PB.34263.26	novelGene_348335	1074
PB.34264.2	novelGene_348347	609
PB.34264.6	novelGene_348350	609
PB.34264.13	novelGene_348355	609
PB.34264.12	novelGene_348356	609
PB.34264.11	novelGene_348357	873
PB.34266.1	novelGene_348366	609
PB.34266.3	novelGene_348367	837
PB.34266.4	novelGene_348368	609
PB.34267.2	novelGene_348378	1491
PB.34267.4	novelGene_348380	1662
PB.34267.10	novelGene_348383	1662
PB.34267.11	novelGene_348388	1662
PB.34267.30	novelGene_348396	858
PB.34267.31	novelGene_348397	1098
PB.34267.22	novelGene_348400	687
PB.34267.24	novelGene_348401	927
PB.34267.29	novelGene_348404	1596
PB.34267.28	novelGene_348405	1662
PB.34267.20	novelGene_348406	1662
PB.34267.18	novelGene_348407	1662
PB.34267.33	novelGene_348409	1632
PB.34267.34	novelGene_348410	1380
PB.34267.35	novelGene_348411	1380
PB.34267.36	novelGene_348412	1380
PB.34267.38	novelGene_348414	1098
PB.34267.39	novelGene_348415	1098
PB.34267.40	novelGene_348416	858
PB.34267.41	novelGene_348417	858
PB.34267.42	novelGene_348418	777
PB.34267.43	novelGene_348419	693
PB.34267.44	novelGene_348420	600
PB.34267.45	novelGene_348421	387
PB.34281.1	novelGene_348582	786
PB.34281.2	novelGene_348583	777
PB.34290.1	novelGene_348607	1410
PB.34290.2	novelGene_348608	696
PB.34290.3	novelGene_348609	816
PB.34290.4	novelGene_348610	627
PB.34290.7	novelGene_348613	1410
PB.34291.5	novelGene_348622	984
PB.34297.6	novelGene_348669	1098
PB.34297.8	novelGene_348671	738
PB.34316.4	novelGene_348876	732
PB.34316.6	novelGene_348878	1050
PB.34316.9	novelGene_348881	732
PB.34316.12	novelGene_348884	732
PB.34316.13	novelGene_348885	732
PB.34316.14	novelGene_348886	390
PB.34316.15	novelGene_348887	390
PB.34316.17	novelGene_348889	669
PB.34316.18	novelGene_348890	390
PB.34317.3	novelGene_348896	471
PB.34317.4	novelGene_348897	471
PB.34327.3	novelGene_348967	468
PB.34327.6	novelGene_348974	3213
PB.34327.8	novelGene_348977	3177
PB.34327.25	novelGene_348989	3213
PB.34327.24	novelGene_348992	3213
PB.34326.9	novelGene_349014	615
PB.34329.8	novelGene_349019	1155
PB.34329.6	novelGene_349020	1752
PB.34329.5	novelGene_349021	1752
PB.34329.14	novelGene_349025	666
PB.34329.11	novelGene_349028	666
PB.34329.12	novelGene_349029	2022
PB.34329.17	novelGene_349032	2022
PB.34329.19	novelGene_349035	2022
PB.34329.20	novelGene_349036	2022
PB.34329.22	novelGene_349038	2022
PB.34329.24	novelGene_349040	1752
PB.34329.26	novelGene_349042	2022
PB.34329.27	novelGene_349043	2022
PB.34329.28	novelGene_349044	2022
PB.34329.30	novelGene_349046	1650
PB.34329.32	novelGene_349048	1344
PB.34329.33	novelGene_349049	1344
PB.34329.35	novelGene_349051	1344
PB.34329.36	novelGene_349052	1344
PB.34329.37	novelGene_349053	972
PB.34329.38	novelGene_349054	972
PB.34329.40	novelGene_349055	972
PB.34329.39	novelGene_349056	972
PB.34329.41	novelGene_349057	690
PB.34329.42	novelGene_349058	519
PB.34329.43	novelGene_349059	519
PB.34329.46	novelGene_349062	390
PB.34329.47	novelGene_349063	363
PB.34329.48	novelGene_349064	312
PB.34334.1	novelGene_349084	1095
PB.34334.3	novelGene_349087	1095
PB.34335.2	novelGene_349094	2346
PB.34335.5	novelGene_349097	648
PB.34335.6	novelGene_349098	648
PB.34335.7	novelGene_349099	648
PB.34335.8	novelGene_349100	648
PB.34335.9	novelGene_349101	537
PB.34338.4	novelGene_349116	1989
PB.34338.5	novelGene_349117	1788
PB.34340.5	novelGene_349121	825
PB.34340.12	novelGene_349130	1101
PB.34340.26	novelGene_349136	438
PB.34340.25	novelGene_349137	438
PB.34340.20	novelGene_349138	438
PB.34340.22	novelGene_349139	438
PB.34340.23	novelGene_349140	825
PB.34340.14	novelGene_349141	1101
PB.34340.16	novelGene_349142	1101
PB.34340.17	novelGene_349143	1833
PB.34340.15	novelGene_349145	1611
PB.34340.18	novelGene_349146	1323
PB.34340.19	novelGene_349147	1842
PB.34340.30	novelGene_349149	1323
PB.34342.1	novelGene_349161	714
PB.34344.2	novelGene_349167	1008
PB.34344.4	novelGene_349175	1626
PB.34344.5	novelGene_349176	2133
PB.34343.6	novelGene_349194	441
PB.34358.11	novelGene_349250	708
PB.34358.46	novelGene_349267	708
PB.34358.37	novelGene_349273	1596
PB.34358.76	novelGene_349304	645
PB.34358.56	novelGene_349309	1659
PB.34358.165	novelGene_349409	723
PB.34365.2	novelGene_349503	591
PB.34366.3	novelGene_349506	330
PB.34369.2	novelGene_349510	2745
PB.34369.4	novelGene_349511	2670
PB.34372.3	novelGene_349526	1482
PB.34371.1	novelGene_349532	726
PB.34371.5	novelGene_349536	726
PB.34371.6	novelGene_349537	723
PB.34371.9	novelGene_349540	600
PB.34371.11	novelGene_349542	630
PB.34371.10	novelGene_349543	708
PB.34371.13	novelGene_349544	723
PB.34373.2	novelGene_349555	651
PB.34373.1	novelGene_349556	651
PB.34377.4	novelGene_349560	1341
PB.34377.3	novelGene_349561	567
PB.34377.14	novelGene_349565	1428
PB.34377.8	novelGene_349567	567
PB.34377.9	novelGene_349568	1341
PB.34377.7	novelGene_349569	567
PB.34377.10	novelGene_349572	1218
PB.34377.20	novelGene_349579	1125
PB.34377.28	novelGene_349583	1038
PB.34377.25	novelGene_349584	711
PB.34377.30	novelGene_349585	798
PB.34377.29	novelGene_349586	798
PB.34377.26	novelGene_349587	1038
PB.34377.31	novelGene_349589	711
PB.34374.4	novelGene_349596	1158
PB.34374.7	novelGene_349597	1050
PB.34374.8	novelGene_349598	1050
PB.34374.10	novelGene_349599	1050
PB.34374.9	novelGene_349600	1050
PB.34374.11	novelGene_349601	1158
PB.34374.13	novelGene_349603	540
PB.34374.14	novelGene_349604	354
PB.34379.9	novelGene_349625	1506
PB.34379.13	novelGene_349633	2730
PB.34379.12	novelGene_349634	2859
PB.34379.11	novelGene_349635	2730
PB.34379.30	novelGene_349639	1506
PB.34379.28	novelGene_349643	1506
PB.34379.27	novelGene_349645	1914
PB.34379.25	novelGene_349647	2055
PB.34379.20	novelGene_349649	2730
PB.34379.17	novelGene_349650	2730
PB.34379.18	novelGene_349651	2730
PB.34379.16	novelGene_349653	2730
PB.34379.32	novelGene_349654	1416
PB.34384.2	novelGene_349661	1347
PB.34383.12	novelGene_349672	387
PB.34383.11	novelGene_349673	618
PB.34383.14	novelGene_349676	591
PB.34383.13	novelGene_349677	867
PB.34389.5	novelGene_349698	1326
PB.34393.1	novelGene_349735	918
PB.34393.3	novelGene_349737	918
PB.34394.3	novelGene_349759	732
PB.34394.4	novelGene_349761	732
PB.34394.7	novelGene_349762	732
PB.34394.6	novelGene_349763	732
PB.34395.1	novelGene_349768	333
PB.34395.10	novelGene_349769	333
PB.34395.7	novelGene_349770	333
PB.34395.3	novelGene_349771	333
PB.34395.9	novelGene_349772	333
PB.34395.6	novelGene_349773	333
PB.34395.5	novelGene_349775	333
PB.34395.8	novelGene_349776	333
PB.34395.13	novelGene_349780	333
PB.34396.2	novelGene_349784	1431
PB.34396.3	novelGene_349785	2319
PB.34396.4	novelGene_349786	2721
PB.34396.5	novelGene_349787	2319
PB.34396.6	novelGene_349788	2166
PB.34396.7	novelGene_349789	2505
PB.34401.1	novelGene_349792	1500
PB.34398.3	novelGene_349795	840
PB.34398.8	novelGene_349799	840
PB.34398.7	novelGene_349800	642
PB.34398.9	novelGene_349801	768
PB.34403.12	novelGene_349817	807
PB.34403.14	novelGene_349819	807
PB.34407.8	novelGene_349835	597
PB.34407.10	novelGene_349836	834
PB.34407.9	novelGene_349838	597
PB.34408.3	novelGene_349864	3195
PB.34408.4	novelGene_349867	3195
PB.34408.7	novelGene_349868	2076
PB.34411.1	novelGene_349874	489
PB.34415.10	novelGene_349889	945
PB.34415.18	novelGene_349895	966
PB.34415.17	novelGene_349896	900
PB.34415.16	novelGene_349898	438
PB.34415.15	novelGene_349899	705
PB.34415.30	novelGene_349908	879
PB.34415.34	novelGene_349913	945
PB.34415.36	novelGene_349915	966
PB.34415.39	novelGene_349918	945
PB.34415.38	novelGene_349920	669
PB.34415.46	novelGene_349925	750
PB.34415.51	novelGene_349930	477
PB.34415.107	novelGene_349987	507
PB.34415.115	novelGene_349995	2115
PB.34415.116	novelGene_349996	309
PB.34415.118	novelGene_349998	1653
PB.34415.121	novelGene_350001	1377
PB.34415.122	novelGene_350002	1137
PB.34415.126	novelGene_350006	1137
PB.34415.127	novelGene_350007	888
PB.34415.129	novelGene_350009	888
PB.34415.131	novelGene_350011	594
PB.34415.133	novelGene_350013	594
PB.34415.134	novelGene_350014	594
PB.34415.135	novelGene_350015	594
PB.34415.137	novelGene_350017	378
PB.34420.3	novelGene_350070	648
PB.34420.4	novelGene_350071	648
PB.34420.5	novelGene_350074	648
PB.34420.8	novelGene_350075	648
PB.34420.10	novelGene_350076	648
PB.34420.11	novelGene_350077	648
PB.34420.9	novelGene_350078	648
PB.34418.3	novelGene_350101	537
PB.34418.13	novelGene_350110	336
PB.34418.12	novelGene_350111	537
PB.34425.1	novelGene_350120	1473
PB.34425.8	novelGene_350124	663
PB.34425.7	novelGene_350125	834
PB.34425.5	novelGene_350126	1056
PB.34425.6	novelGene_350128	1404
PB.34425.11	novelGene_350130	1056
PB.34425.26	novelGene_350136	381
PB.34425.25	novelGene_350137	381
PB.34425.24	novelGene_350138	834
PB.34425.23	novelGene_350139	1056
PB.34425.22	novelGene_350140	1056
PB.34425.20	novelGene_350142	1473
PB.34425.19	novelGene_350144	1569
PB.34425.18	novelGene_350145	1569
PB.34423.6	novelGene_350157	744
PB.34423.5	novelGene_350158	744
PB.34423.4	novelGene_350159	744
PB.34423.7	novelGene_350160	744
PB.34434.1	novelGene_350178	552
PB.34434.5	novelGene_350183	552
PB.34436.2	novelGene_350222	567
PB.34441.1	novelGene_350265	675
PB.34441.2	novelGene_350269	657
PB.34441.6	novelGene_350270	657
PB.34441.13	novelGene_350275	675
PB.34441.27	novelGene_350280	675
PB.34441.26	novelGene_350283	657
PB.34441.7	novelGene_350284	675
PB.34441.25	novelGene_350285	675
PB.34441.22	novelGene_350289	675
PB.34442.20	novelGene_350365	309
PB.34442.19	novelGene_350366	309
PB.34442.8	novelGene_350370	822
PB.34442.15	novelGene_350373	2004
PB.34442.4	novelGene_350375	822
PB.34442.7	novelGene_350377	822
PB.34442.16	novelGene_350379	2004
PB.34442.47	novelGene_350387	309
PB.34442.46	novelGene_350389	405
PB.34442.43	novelGene_350390	405
PB.34442.44	novelGene_350391	405
PB.34442.42	novelGene_350392	600
PB.34442.40	novelGene_350393	645
PB.34442.36	novelGene_350395	822
PB.34442.38	novelGene_350396	822
PB.34442.27	novelGene_350399	822
PB.34442.29	novelGene_350401	822
PB.34442.32	novelGene_350402	1647
PB.34442.30	novelGene_350403	1380
PB.34442.53	novelGene_350411	1647
PB.34445.5	novelGene_350454	492
PB.34445.4	novelGene_350455	1215
PB.34445.20	novelGene_350458	492
PB.34445.19	novelGene_350459	492
PB.34445.17	novelGene_350461	492
PB.34445.18	novelGene_350463	810
PB.34445.15	novelGene_350464	1059
PB.34445.14	novelGene_350466	1215
PB.34445.10	novelGene_350467	5364
PB.34445.9	novelGene_350468	5364
PB.34446.1	novelGene_350504	903
PB.34448.6	novelGene_350564	933
PB.34448.12	novelGene_350570	648
PB.34453.4	novelGene_350589	618
PB.34453.8	novelGene_350591	618
PB.34453.5	novelGene_350592	618
PB.34453.10	novelGene_350594	351
PB.34453.11	novelGene_350595	618
PB.34453.14	novelGene_350598	618
PB.34453.15	novelGene_350599	618
PB.34454.1	novelGene_350611	5166
PB.34454.4	novelGene_350612	5166
PB.34458.9	novelGene_350645	894
PB.34458.7	novelGene_350646	894
PB.34458.12	novelGene_350647	894
PB.34458.11	novelGene_350648	2538
PB.34458.13	novelGene_350649	675
PB.34458.17	novelGene_350654	2538
PB.34468.28	novelGene_350717	426
PB.34489.1	novelGene_350843	306
PB.34489.3	novelGene_350845	366
PB.34494.4	novelGene_350852	882
PB.34494.10	novelGene_350870	2337
PB.34494.46	novelGene_350892	2337
PB.34494.88	novelGene_350937	315
PB.34494.90	novelGene_350938	348
PB.34497.2	novelGene_351009	615
PB.34497.8	novelGene_351027	582
PB.34497.23	novelGene_351031	615
PB.34497.30	novelGene_351041	615
PB.34497.39	novelGene_351044	615
PB.34501.2	novelGene_351051	573
PB.34501.3	novelGene_351052	573
PB.34511.1	novelGene_351086	336
PB.34515.3	novelGene_351124	933
PB.34519.3	novelGene_351140	1107
PB.34521.7	novelGene_351154	435
PB.34521.12	novelGene_351158	435
PB.34521.21	novelGene_351166	435
PB.34529.1	novelGene_351193	3156
PB.34529.5	novelGene_351197	2613
PB.34529.9	novelGene_351199	3156
PB.34533.2	novelGene_351259	903
PB.34533.3	novelGene_351260	1635
PB.34533.4	novelGene_351261	903
PB.34533.11	novelGene_351264	903
PB.34533.10	novelGene_351265	1635
PB.34533.8	novelGene_351266	1635
PB.34533.12	novelGene_351269	1569
PB.34533.19	novelGene_351276	657
PB.34534.4	novelGene_351314	927
PB.34534.13	novelGene_351320	1353
PB.34534.11	novelGene_351322	1299
PB.34539.27	novelGene_351356	2349
PB.34539.29	novelGene_351358	1977
PB.34539.31	novelGene_351359	1272
PB.34539.38	novelGene_351372	618
PB.34539.39	novelGene_351373	447
PB.34540.26	novelGene_351425	426
PB.34544.2	novelGene_351429	435
PB.34544.5	novelGene_351433	585
PB.34550.4	novelGene_351492	807
PB.34550.5	novelGene_351493	495
PB.34550.12	novelGene_351498	813
PB.34550.13	novelGene_351500	987
PB.34550.9	novelGene_351501	495
PB.34550.10	novelGene_351502	813
PB.34550.20	novelGene_351508	813
PB.34550.21	novelGene_351509	987
PB.34550.22	novelGene_351510	987
PB.34550.24	novelGene_351511	813
PB.34550.23	novelGene_351512	813
PB.34552.6	novelGene_351525	570
PB.34552.4	novelGene_351526	2871
PB.34553.2	novelGene_351549	372
PB.34553.4	novelGene_351550	336
PB.34554.12	novelGene_351564	396
PB.34554.41	novelGene_351593	396
PB.34554.46	novelGene_351598	396
